Phylum;Class;Order;Family;Genus;Species;Subspecies;CommonName;FormerDistribution;Assessment;EstimatedExtinctionDate;CausesOfExtinction;Habitat;HabitatNotes;HumanLosses;PotentialLosses
ANNELIDA;OLIGOCHAETA;HAPLOTAXIDA;MEGASCOLECIDAE;Hypolimnus ;pedderensis;;Lake Pedder Earthworm;Australia: Tasmania;Extinct;1970's;Habitat destruction;Terrestrial;Sandy water logged sediments;Unknown;Unknown
ARTHROPODA;CRUSTACEA;AMPHIPODA;CRANGONYCTIDAE;Stygobromus;lucifugus;;Rubious Cave Amphipod;United States;Extinct;Unknown;Unknown;Freshwater;Subaquatic;Food source ;Unknown
ARTHROPODA;CRUSTACEA;AMPHIPODA;PARAMELITIDAE;Austrogammarus;australis;;Unknown;Australia;Extinct;Unknown;Unknown;Freshwater;Leaf litter;Food source ;Unknown
ARTHROPODA;CRUSTACEA;CALANOIDA;DIAPTOMIDAE;Tropodiaptomus ;ctenopus;;Unknown;Madagascar;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;CRUSTACEA;CYCLOPOIDA;CYCLOPIDAE;Afrocyclops;pauliani;;Unknown;Madagascar;Extinct;1950's;Unknown;Freshwater;Small pools;Food source ;Unknown
ARTHROPODA;CRUSTACEA;DECAPODA;ATYIDAE;Syncaris;pasadenae;;Pasadena Freshwater Shrimp, Pasadena Shrimp;United States;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;CRUSTACEA;ISOPODA;SPHAEROMATIDAE;Thermosphaeroma;thermophilum;;Socorro Isopod;United States;Extinct in the wild;1988;Habitat modification;Freshwater;Springs;Food source ;Unknown
ARTHROPODA;CRUSTACEA;PODOCOPIDA;CYPRIDIDAE;Liocypris;grandis;;Unknown;South Africa;Extinct;Unknown;Unknown;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;CRUSTACEA;PODOCOPIDA;CANDONIDAE;Namibcypris;costata;;Unknown;Namibia;Extinct;Unknown;Unknown;Freshwater;Underground water;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CARABIDAE;Mecodema;punctellum;;Unknown;New Zealand: Stephens Island;Extinct;1931;Habitat loss;Terrestrial;Large logs;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Dryophthorus;distinguendus;;Unknown;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Dryotribus;mimeticus;;Unknown;United States: Hawaii;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Karocolens;tuberculatus;;Canterbury knobbed weevil, Spaniard weevil, Banks Peninsula speargrass weevil;New Zealand;Extinct;1922;Habitat destruction and predation by introduced rats;Terrestrial;Speargrass;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Macrancylus;linearis;;Unknown;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Oedemasylus;laysanensis;;Unknown;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Pentarthrum;blackburni;;Blackburn's Weevil;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Rhyncogonus;bryani;;Unknown;United States: Hawaii;Extinct;1994;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Trigonoscuta;rossi;;Fort Ross Weevil;United States;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;CURCULIONIDAE;Trigonoscuta;yorbalindae;;Yorba Linda Weevil;United States;Extinct;1986;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Hygrotus;artus;;Mono Lake Diving Beetle;United States;Extinct;Unknown;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Megadytes;ducalis;;Unknown;Brazil;Extinct;Unknown;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Rhantus;novacaledoniae;;Unknown;New Caledonia;Extinct;1994;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Rhantus;orbignyi;;Unknown;Argentina, Brazil;Extinct;Unknown;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Rhantus;papuanus;;Unknown;Papua New Guinea;Extinct;Unknown;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;COLEOPTERA;DYTISCIDAE;Siettitia;balsetensis;;Perrin's Cave Beetle;France;Extinct;1994;Habitat destruction;Freshwater;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;DIPTERA;DOLICHOPODIDAE;Campsicnemus;mirabilis;;Unknown;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;DIPTERA;DROSOPHILIDAE;Drosophila;lanaiensis;;Unknown;United States: Hawaii;Extinct;1986;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;DIPTERA;TABANIDAE;Stonemyia ;volutina;;Volutine Stoneyian Tabanid Fly;United States;Extinct;1980's;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;EPHEMEROPTERA;EPHEMERIDAE;Pentagenia;robusta;;Robust Burrowing Mayfly, Robust Pentagenian Burrowing Mayfly;United States: Ohio River;Extinct;1900's;Increasing sedimentation;Freshwater, Terrestrial;Rivers;Unknown;Unknown
ARTHROPODA;INSECTA;EPHEMEROPTERA;SIPHLONURIDAE;Acanthometropus;pecatonica;;Pecatonica River Mayfly;United States;Extinct;1980's;Habitat destruction;Freshwater, Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;HOMOPTERA;PSEUDOCOCCIDAE;Clavicoccus;erinaceus;;Unknown;United States: Hawaii;Extinct;1980's;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;HOMOPTERA;PSEUDOCOCCIDAE;Phyllococcus;oahuensis;;Unknown;United States: Hawaii;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;ARGYRESTHIIDAE;Argyresthia ;castaneela;;Chestnut Ermine Moth;United States;Extinct;1915;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;COLEOPHORIDAE;Coleophora;leucochrysella;;Unknown;United States;Extinct;1900's;Habitat loss;Terrestrial;American Chestnuts;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;GEOMETRIDAE;Scotorythra;megalophylla;;Kona Giant Looper Moth;United States: Hawaii;Extinct;1900's;Habitat destruction;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;GEOMETRIDAE;Scotorythra;nesiotes;;Ko'Olau Giant Looper Moth;United States: Hawaii;Extinct;1900's;Habitat destruction;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;GEOMETRIDAE;Tritocleis;microphylla;;Ola'A Peppered Looper Moth;United States: Hawaii;Extinct;1890's;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;LIBYTHEIDAE;Libythea;cinyras;;Unknown;Mauritius;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;LYCAENIDAE;Deloneura;immaculata;;Unknown;South Africa;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;LYCAENIDAE;Glaucopsyche;xerces;;Xerces Blue;United States;Extinct;1940's;Habitat destruction;Terrestrial;Sand dune;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;LYCAENIDAE;Lepidochrysops;hypopolia;;Unknown;South Africa;Extinct;Unknown;Habitat destruction;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NEPTICULIDAE;Ectodemia;castaneae;;American Chestnut Moth;United States;Extinct;1913;Chestnut blight;Terrestrial;Forests with chestnut trees;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NEPTICULIDAE;Ectodemia;phleophaga;;Phleophagan Chestnut Moth;United States;Extinct;1913;Chestnut blight;Terrestrial;Forests with chestnut trees;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;crinigera;;Poko Noctuid Moth;United States: Hawaii;Extinct;1926;Habitat destruction;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;fasciata;;Midway Noctuid Moth;United States: Hawaii;Extinct;1900's;Deliberate targets of exotic biocontrol agents;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;kerri;;Kerr's Noctuid Moth;United States: Hawaii;Extinct;1923;Deliberate targets of exotic biocontrol agents;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;laysanensis;;Laysan Noctuid Moth;United States: Hawaii;Extinct;1911;Deliberate targets of exotic biocontrol agents;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;photophila;;Unknown;United States: Hawaii;Extinct;1900's;Deliberate targets of exotic biocontrol agents;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Agrotis;procellaris;;Procellaris Grotis Noctuid Moth;United States: Hawaii;Extinct;1800's;Deliberate targets of exotic biocontrol agents;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Helicoverpa;confusa;;Confused Moth;United States: Hawaii;Extinct;1900's;Deliberate targets of exotic biocontrol agents and habitat loss;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Helicoverpa;minuta;;Minute Noctuid Moth;United States: Hawaii;Extinct;1900's;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Hypena;laysanensis;;Laysan Dropseed Noctuid Moth;United States: Hawaii;Extinct;1911;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Hypena;newelli;;Hilo Noctuid Moth;United States: Hawaii;Extinct;Unknown;Deliberate targets of exotic biocontrol agents;Terrestrial;Forests;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Hypena;plagiota;;Lovegrass Noctuid Moth;United States: Hawaii;Extinct;1950's;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;NOCTUIDAE;Hypena;senicula;;Kaholuamano Noctuid Moth;United States: Hawaii;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;PYRALIDAE;Genophantis ;leahi;;Unknown;United States: Hawaii;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;PYRALIDAE;Oeobia;sp. nov.;;Unknown;United States: Hawaii;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;TISCHERIIDAE;Tischeria;perplexa;;Chestnut Clearwing Moth;United States;Extinct;1900's;Chestnut blight;Terrestrial;Forests with chestnut trees;Unknown;Unknown
ARTHROPODA;INSECTA;LEPIDOPTERA;ZYGAENIDAE;Levuana;irridescens;;Levuana Moth;United States: Hawaii;Extinct;Unknown;Unknown;Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;ODONATA;COENAGRIONIDAE;Megalagrion ;jugorum;;Maui Upland Damselfly;United States: Hawaii;Extinct;1930's;Feral ungulates and ants;Freshwater, Terrestrial;Upland ridges;Unknown;Unknown
ARTHROPODA;INSECTA;ODONATA;LIBELLULIDAE;Sympetrum;dilatatum;;St. Helena Darter;Saint Helena;Extinct;Unknown;Unknown;Freshwater, Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;ORTHOPTERA;ACRIDIDAE;Conozoa ;hyalina;;Central Valley Grasshopper;United States;Extinct;Unknown;Unknown;Terrestrial;Low dry desert flats;Food source ;Unknown
ARTHROPODA;INSECTA;ORTHOPTERA;GRYLLIDAE;Leptogryllus;deceptor;;Oahu Deceptor Bush Cricket;United States: Hawaii;Extinct in the wild;Unknown;Habitat loss;Terrestrial;Rotting wood in forests;Food source ;Unknown
ARTHROPODA;INSECTA;ORTHOPTERA;TETTIGONIIDAE;Neduba;extincta;;Antioch Dunes Shieldback Katydid;United States;Extinct;1980's;Unknown;Terrestrial;Unknown;Food source ;Unknown
ARTHROPODA;INSECTA;PHASMIDA;DIAPHEROMERIDAE;Pseudobactricia;ridleyi;;Ridley's Stick Insect;Singapore;Extinct;1900's;Habitat loss and collection for traditional medicine;Terrestrial;Tropical rainforest;Food source ;Possible medicinal properties
ARTHROPODA;INSECTA;PLECOPTERA;CHLOROPERLIDAE;Alloperla ;roberti;;Robert's Stonefly;United States;Extinct;1860;Unknown;Freshwater, Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;TRICHOPTERA;HYDROPSYCHIDAE;Hydropsyche;tobiasi;;Tobias' Caddisfly;Germany;Extinct;1938;Urban and river pollution;Freshwater, Terrestrial;Rivers;Unknown;Unknown
ARTHROPODA;INSECTA;TRICHOPTERA;LEPTOCERIDAE;Triaenodes;phalacris;;Athens Caddisfly;United States;Extinct;Unknown;Unknown;Freshwater, Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;TRICHOPTERA;LEPTOCERIDAE;Triaenodes;tridonata;;Three-tooth Caddisfly;United States;Extinct;1930's;Habitat modification;Freshwater, Terrestrial;Unknown;Unknown;Unknown
ARTHROPODA;INSECTA;TRICHOPTERA;RHYACOPHILIDAE;Rhyacophila;amabilis;;Castle Lake Caddisfly;United States;Extinct;pre-1950;Unknown;Freshwater, Terrestrial;Unknown;Unknown;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CATOSTOMIDAE;Chasmistes;muriei;;Snake River Sucker;United States: Snake River;Extinct;1927;Habitat modification;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CATOSTOMIDAE;Moxostoma ;lacerum;;Harelip Sucker;United States;Extinct;1893;Habitat modification;Freshwater;Deep pools and large streams;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Acanthobrama ;hulensis;;Unknown;Israel: Hula basin;Extinct;1975;Draining of Lake Hula;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Acanthobrama ;telavivensis;;Yarqon Bleak;Israel;Extinct in the wild;1999;Drought, water extraction and pollution;Freshwater;Coastal rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Alburnus ;akili;;Gokce Baligi;Turkey;Extinct;1998;Introduction of Pikeperch Sander lucioperca and over fishing;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Barbus ;microbarbis;;Unknown;Rwanda: Lake Luhonda;Extinct;1950;Bycatch in fisheries and introduction of Tilapia and Haplochromis species;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Chondrostoma;scodrense;;Unknown;Albania, Montenegro;Extinct;1881;Pollution and Overfishing;Freshwater;Lacustrine;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Cyprinus ;yilongensis;;Unknown;China;Extinct;1977;Habitat destruction;Freshwater;Lakes;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Epalzeorhynchos ;bicolor;;Red Tailed Shark, Red-tailed Labeo, Redtail Shark;Thailand;Extinct in the wild;1996;Aquarium fish trade and habitat modification;Freshwater;Deep water;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Evarra;bustamantei;;Mexican Dace;Mexico;Extinct;1957;Drying of lakes and pollution;Freshwater;Pools and canals;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Evarra;eigenmanni;;Platau Dace;Mexico;Extinct;1954;Drying of lakes and pollution;Freshwater;Pools and canals;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Evarra;tlahuacensis;;Endorheic Dace;Mexico;Extinct;1975;Drying of lakes and pollution;Freshwater;Pools and canals;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Gila ;crassicauda;;Thicktail Chub;United States: Central Valley;Extinct;1957;Drainage of habitat and competition from introduced species.;Freshwater;Marshes, lakes and slow flowing parts of lower elevation rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Lepidomeda;altivelis;;Pahranagat Spinedace;United States;Extinct;1938;Introduction of common carp, mosquito fish Gambusia affinis and other exotics;Freshwater;Outflow from springs and lakes.;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Notropis;amecae;;Ameca Shiner;Mexico: Rio Ameca;Extinct;1969;Domestic and agricultural use, and pollution of water, and species introduction;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Notropis;aulidion;;Durango Shiner;Mexico;Extinct;1961;Urbanisation;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Notropis;orca;;Phantom Shiner;Mexico, United States;Extinct;1975;Habitat modification;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Notropis;saladonis;;Salado Shiner;Mexico;Extinct;1992;Habitat modification;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Pogonichthys;ciscoides;;Clear Lake Splittail;United States: California;Extinct;1970;Habitat modification and pollution;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Rhinichthys ;deaconi;;Las Vegas Dace;United States;Extinct;1940;Habitat modification;Freshwater;Springs and pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Romanogobio;antipai;;Danube Delta Gudgeon;Romania, Ukraine;Extinct;1960;Urbanisation;Freshwater;Deep water;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Stypodon;signifer;;Stumptooth Minnow;Mexico;Extinct;1903;Habitat modification and pollution;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINIFORMES;CYPRINIDAE;Telestes;ukliva;;Unknown;Croatia;Extinct;1988;Introduction of exotic species;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;alvarezi;;Perrito De Potosi;Mexico;Extinct in the wild;1996;Habitat modification;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;ceciliae;;Cachorrito De La Presa;Mexico: Ojo de Agua La Presa;Extinct;1988;Habitat modification;Freshwater;Spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;inmemoriam;;Cachorrito De La Trinidad;Mexico: Ojo de Agua La Presa;Extinct;1984;Habitat modification;Freshwater;Spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;latifasciatus;;Perrito De Parras;Mexico: Parras;Extinct;1903;Habitat destruction and pollution;Freshwater;Spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;longidorsalis;;Cachorrito De Charco Palmal;Mexico: Charco la Palma;Extinct in the wild;1996;Habitat modification;Freshwater;Shallow spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Cyprinodon;spp.;;Perritos De Sandia;Mexico;Extinct;1996;Habitat modification;Freshwater;Spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Empetrichthys;merriami;;Ash Meadows Killifish;United States;Extinct;1996;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Fundulus;albolineatus;;Whiteline Topminnow;United States;Extinct;1889;Habitat modification and introduced species;Freshwater;Spring pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;CYPRINODONTIDAE;Megupsilon;aporus;;Cachorrito Enano De Potosi;Mexico;Extinct in the wild;1996;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;GOODEIDAE;Ameca;splendens;;Goodeid;Mexico;Extinct in the wild;1996;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;GOODEIDAE;Characodon;garmani;;Parras Characodon;Mexico: Parras;Extinct;1880;Pollution;Freshwater;Springs;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;GOODEIDAE;Skiffia;francesae;;Tiro;Mexico;Extinct in the wild;1996;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;POECILIIDAE;Aplocheilichthys;sp. nov. 'Naivasha';;Unknown;Kenya: Lake Naivasha;Extinct;1980;Competition and predation from introduced species;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;POECILIIDAE;Gambusia;amistadensis;;Amistad Gambusia;United States: Texas;Extinct;1968;Habitat modification;Freshwater;Springs and pools;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;POECILIIDAE;Gambusia;georgei;;San Marcos Gambusia;United States;Extinct;1983;Habitat modification;Freshwater;Springs and rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;POECILIIDAE;Pantanodon;madagascariensis;;Unknown;Madagascar;Extinct;1999;Unknown;Freshwater;Springs and rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;CYPRINODONTIFORMES;POECILIIDAE;Priapella ;bonita;;Guayacon Ojiazul;Mexico;Extinct;1990;Unknown;Freshwater;River;Food source;Unknown
CHORDATA;ACTINOPTERYGII;GASTEROSTEIFORMES;GASTEROSTEIDAE;Gasterosteus ;crenobiontus;;Techirghiol Stickleback;Romania: Lake Techirghiol;Extinct;1994;Habitat modification;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Ctenochromis;pectoralis;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1996;Unknown;Freshwater;River and lakes;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;arcanus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1969;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;artaxerxes;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;bartoni;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; near dense plant stands";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;boops;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;cassius;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;decticostoma;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1969;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;dentex;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; sheltered bays";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;estor;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; sheltered bays";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;flavipinnis;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;gilberti;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1978;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;gowersii;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
